8000168	Parqueadero 169	48.00598	-119.67505
8000169	Parqueadero 170	48.00737	-119.67505
8000170	Parqueadero 171	48.00737	-119.67533
8000171	Parqueadero 172	47.78899	-122.28226
8000172	Parqueadero 173	47.79815	-122.27707
8000173	Parqueadero 174	47.79819	-122.27696
8000174	Parqueadero 175	47.64815	-122.40652
8000175	Parqueadero 176	47.2999	-122.37816
8000176	Parqueadero 177	47.54175	-122.27712
8000177	Parqueadero 178	47.69727	-122.90336
8000178	Parqueadero 179	48.2947	-122.66682
8000179	Parqueadero 180	47.72465	-122.35438
8000180	Parqueadero 181	47.5426	-122.32346
8000181	Parqueadero 182	47.66388	-117.25726
8000182	Parqueadero 183	46.57124	-120.51395
8000183	Parqueadero 184	47.13788	-122.4404
8000184	Parqueadero 185	47.7549	-122.29009
8000185	Parqueadero 186	46.61179	-120.52312
8000186	Parqueadero 187	47.70489	-117.46383
8000187	Parqueadero 188	47.30232	-122.42735
8000188	Parqueadero 189	47.70489	-117.46383
8000189	Parqueadero 190	47.64204	-122.60681
8000190	Parqueadero 191	48.72768	-117.94387
8000191	Parqueadero 192	47.67167	-122.29212
8000192	Parqueadero 193	47.66295	-117.43577
8000193	Parqueadero 194	47.49796	-122.22945
8000194	Parqueadero 195	47.25482	-122.46068
8000195	Parqueadero 196	47.30267	-117.48797
8000196	Parqueadero 197	46.80177	-122.86485
8000197	Parqueadero 198	47.28078	-122.15719
8000198	Parqueadero 199	47.59177	-122.22568
8000199	Parqueadero 200	47.47492	-122.31572
8000200	Parqueadero 201	47.43621	-122.66291
8000201	Parqueadero 202	48.47457	-122.30944
8000202	Parqueadero 203	48.47756	-122.3363
8000203	Parqueadero 204	45.65678	-122.52371
8000204	Parqueadero 205	47.93239	-117.51995
8000205	Parqueadero 206	45.64206	-122.52621
8000206	Parqueadero 207	47.40093	-122.46874
8000207	Parqueadero 208	46.1515	-122.89372
8000208	Parqueadero 209	46.39377	-117.04266
8000209	Parqueadero 210	47.75358	-122.16279
8000210	Parqueadero 211	46.41044	-117.04238
8000211	Parqueadero 212	47.21081	-121.99666
8000212	Parqueadero 213	47.61458	-122.12216
8000213	Parqueadero 214	47.52649	-122.3754
8000214	Parqueadero 215	45.59512	-122.40731
8000215	Parqueadero 216	45.5904	-122.40231
8000216	Parqueadero 217	47.09649	-122.42623
8000217	Parqueadero 218	45.59151	-122.40259
8000218	Parqueadero 219	47.8651	-121.67762
8000219	Parqueadero 220	47.49241	-122.25328
8000220	Parqueadero 221	47.80483	-122.18761
8000221	Parqueadero 222	47.78304	-122.201
8000222	Parqueadero 223	46.18402	-119.11862
8000223	Parqueadero 224	47.05037	-122.93514
8000224	Parqueadero 225	47.67843	-122.5218
8000225	Parqueadero 226	47.60649	-122.53597
8000226	Parqueadero 227	45.78734	-122.54426
8000227	Parqueadero 228	46.24097	-119.10279
8000228	Parqueadero 229	48.74565	-122.4619
8000229	Parqueadero 230	47.71593	-122.23053
8000230	Parqueadero 231	46.2743	-119.28835
8000231	Parqueadero 232	47.65179	-121.91084
8000232	Parqueadero 233	47.43814	-122.15662
8000233	Parqueadero 234	45.72678	-121.81286
8000234	Parqueadero 235	47.13232	-122.52957
8000235	Parqueadero 236	47.43096	-120.34646
8000236	Parqueadero 237	46.17263	-119.1239
8000237	Parqueadero 238	47.44374	-120.29313
8000238	Parqueadero 239	47.45884	-122.18507
8000239	Parqueadero 240	46.65927	-122.96318
8000240	Parqueadero 241	48.08506	-122.16054
8000241	Parqueadero 242	45.63706	-122.52954
8000242	Parqueadero 243	47.32954	-122.21456
8000243	Parqueadero 244	46.99235	-120.54285
8000244	Parqueadero 245	47.60123	-120.65453
8000245	Parqueadero 246	46.15567	-122.94289
8000246	Parqueadero 247	47.50223	-122.34637
8000247	Parqueadero 248	48.51214	-122.22476
8000248	Parqueadero 249	47.48147	-122.29319
8000249	Parqueadero 250	47.94062	-122.08697
8000250	Parqueadero 251	47.92482	-122.22263
8000251	Parqueadero 252	47.51568	-120.4773
8000252	Parqueadero 253	47.51957	-120.47091
8000253	Parqueadero 254	47.7773	-124.3027
8000254	Parqueadero 255	46.27206	-122.90789
8000255	Parqueadero 256	46.28233	-122.91789
8000256	Parqueadero 257	46.61207	-120.54701
8000257	Parqueadero 258	47.63906	-117.41855
8000258	Parqueadero 259	47.8276	-122.12229
8000259	Parqueadero 260	46.149	-122.91817
8000260	Parqueadero 261	45.924	-122.64371
8000261	Parqueadero 262	47.74559	-122.18885
8000262	Parqueadero 263	47.5076	-122.65403
8000263	Parqueadero 264	47.39843	-122.05123
8000264	Parqueadero 265	47.46843	-122.13345
8000265	Parqueadero 266	47.36484	-122.08568
8000266	Parqueadero 267	47.79685	-122.28813
8000267	Parqueadero 268	47.77288	-122.30068
8000268	Parqueadero 269	47.08677	-122.4129
8000269	Parqueadero 270	48.25538	-122.3246
8000270	Parqueadero 271	47.48445	-122.32507
8000271	Parqueadero 272	48.03478	-122.79363
8000272	Parqueadero 273	48.15739	-118.14276
8000273	Parqueadero 274	48.44172	-122.29983
8000274	Parqueadero 275	47.00649	-122.8143
8000275	Parqueadero 276	45.75235	-120.89979
8000276	Parqueadero 277	47.93793	-119.00252
8000277	Parqueadero 278	47.16204	-122.36901
8000278	Parqueadero 279	45.58845	-122.40426
8000279	Parqueadero 280	47.91415	-122.09229
8000280	Parqueadero 281	48.84522	-122.59181
8000281	Parqueadero 282	46.98021	-123.88903
8000282	Parqueadero 283	46.63432	-117.80993
8000283	Parqueadero 284	46.59346	-120.57868
8000284	Parqueadero 285	47.65148	-122.69876
8000285	Parqueadero 286	47.65537	-122.70237
8000286	Parqueadero 287	47.26677	-122.45262
8000287	Parqueadero 288	46.96735	-123.69751
8000288	Parqueadero 289	47.12959	-119.27308
8000289	Parqueadero 290	47.67815	-122.20762
8000290	Parqueadero 291	47.97265	-118.97085
8000291	Parqueadero 292	47.25621	-122.4454
8000292	Parqueadero 293	48.50114	-122.23086
8000293	Parqueadero 294	47.7885	-117.71384
8000294	Parqueadero 295	46.57207	-120.40395
8000295	Parqueadero 296	47.64911	-117.19339
8000296	Parqueadero 297	46.43596	-120.41589
8000297	Parqueadero 298	47.00013	-120.54229
8000298	Parqueadero 299	46.71927	-122.96958
8000299	Parqueadero 300	46.71594	-122.96069
8000300	Parqueadero 301	46.72649	-123.00208
8000301	Parqueadero 302	46.74316	-122.98263
8000302	Parqueadero 303	47.91183	-122.24364
8000303	Parqueadero 304	47.09315	-122.42901
8000304	Parqueadero 305	47.2076	-122.55707
8000305	Parqueadero 306	47.45497	-122.16638
8000306	Parqueadero 307	47.1926	-122.3129
8000307	Parqueadero 308	47.19982	-122.54346
8000308	Parqueadero 309	47.80328	-122.3449
8000309	Parqueadero 310	47.89184	-117.358
8000310	Parqueadero 311	46.66177	-123.79016
8000311	Parqueadero 312	46.64149	-122.94152
8000312	Parqueadero 313	47.84125	-120.01368
8000313	Parqueadero 314	47.83597	-120.01924
8000314	Parqueadero 315	47.83597	-120.01924
8000315	Parqueadero 316	47.49794	-117.5766
8000316	Parqueadero 317	47.50683	-117.57799
8000317	Parqueadero 318	47.64037	-122.17387
8000318	Parqueadero 319	47.29739	-117.59826
8000319	Parqueadero 320	47.16565	-122.58763
8000320	Parqueadero 321	47.74721	-121.98199
8000321	Parqueadero 322	47.62393	-117.23871
8000322	Parqueadero 323	47.1151	-122.42846
8000323	Parqueadero 324	48.27962	-117.70802
8000324	Parqueadero 325	48.28156	-117.71663
8000325	Parqueadero 326	48.27768	-117.7133
8000326	Parqueadero 327	48.60738	-119.35922
8000327	Parqueadero 328	47.60065	-122.70876
8000328	Parqueadero 329	46.29625	-119.28224
8000329	Parqueadero 330	46.32291	-120.00782
8000330	Parqueadero 331	47.11514	-119.25919
8000331	Parqueadero 332	47.52994	-122.36621
8000332	Parqueadero 333	45.78762	-122.54454
8000333	Parqueadero 334	46.57374	-120.47784
8000334	Parqueadero 335	48.01202	-122.77822
8000335	Parqueadero 336	48.01142	-122.77728
8000336	Parqueadero 337	48.01121	-122.77567
8000337	Parqueadero 338	47.28963	-122.18111
8000338	Parqueadero 339	47.62779	-122.21089
8000339	Parqueadero 340	47.43518	-122.28076
8000340	Parqueadero 341	47.05343	-122.8268
8000341	Parqueadero 342	47.63704	-122.69015
8000342	Parqueadero 343	46.28264	-119.28502
8000343	Parqueadero 344	47.71352	-122.3532
8000344	Parqueadero 345	47.73537	-122.64015
8000345	Parqueadero 346	47.50071	-117.95023
8000346	Parqueadero 347	48.95012	-122.44405
8000347	Parqueadero 348	47.16343	-122.44623
8000348	Parqueadero 349	48.2426	-122.33654
8000349	Parqueadero 350	48.25214	-124.25883
8000350	Parqueadero 351	46.04486	-118.39163
8000351	Parqueadero 352	45.63456	-122.65149
8000352	Parqueadero 353	45.63234	-122.56621
8000353	Parqueadero 354	47.52432	-122.02979
8000354	Parqueadero 355	47.19595	-120.93536
8000355	Parqueadero 356	47.20512	-120.97619
8000356	Parqueadero 357	47.20484	-120.97397
8000357	Parqueadero 358	48.46459	-122.23344
8000358	Parqueadero 359	47.55247	-122.31398
8000359	Parqueadero 360	48.41149	-122.3396
8000360	Parqueadero 361	47.15732	-122.51901
8000361	Parqueadero 362	47.17538	-122.49874
8000362	Parqueadero 363	47.10371	-122.37956
8000363	Parqueadero 364	48.32889	-122.67362
8000364	Parqueadero 365	45.98511	-122.81149
8000365	Parqueadero 366	47.63088	-122.21149
8000366	Parqueadero 367	47.6407	-122.36568
8000367	Parqueadero 368	47.80823	-117.34327
8000368	Parqueadero 369	46.89239	-117.36046
8000369	Parqueadero 370	47.81349	-122.33449
8000370	Parqueadero 371	47.8116	-122.3344
8000371	Parqueadero 372	47.13982	-122.36734
8000372	Parqueadero 373	47.66538	-122.19096
8000373	Parqueadero 374	46.98482	-122.72985
8000374	Parqueadero 375	47.58927	-122.30096
8000375	Parqueadero 376	47.26985	-120.19701
8000376	Parqueadero 377	46.56655	-117.13128
8000377	Parqueadero 378	45.75928	-122.55815
8000378	Parqueadero 379	46.25069	-119.12057
8000379	Parqueadero 380	46.75427	-122.10955
8000380	Parqueadero 381	47.4179	-120.31896
8000381	Parqueadero 382	47.96654	-118.98585
8000382	Parqueadero 383	47.55815	-122.28707
8000383	Parqueadero 384	46.20041	-119.01112
8000384	Parqueadero 385	48.76361	-122.49253
8000385	Parqueadero 386	46.16872	-122.94511
8000386	Parqueadero 387	46.15595	-122.93872
8000387	Parqueadero 388	45.74095	-121.49424
8000388	Parqueadero 389	46.2243	-118.99084
8000389	Parqueadero 390	48.11989	-118.20276
8000390	Parqueadero 391	46.20041	-119.01001
8000391	Parqueadero 392	47.31708	-119.5392
8000392	Parqueadero 393	45.69428	-122.67899
8000393	Parqueadero 394	45.57873	-122.34676
8000394	Parqueadero 395	46.29097	-118.02188
8000395	Parqueadero 396	46.15483	-122.95733
8000396	Parqueadero 397	48.53546	-117.90165
8000397	Parqueadero 398	48.53462	-117.89943
8000398	Parqueadero 399	47.63621	-122.52208
8000399	Parqueadero 400	47.62406	-117.42132
8000400	Parqueadero 401	47.52355	-122.32469
8000401	Parqueadero 402	47.68069	-122.28911
8000402	Parqueadero 403	47.20565	-122.42735
8000403	Parqueadero 404	47.13954	-122.4329
8000404	Parqueadero 405	48.53202	-121.76327
8000405	Parqueadero 406	48.53197	-121.75826
8000406	Parqueadero 407	46.66236	-118.85444
8000407	Parqueadero 408	46.66264	-118.87306
8000408	Parqueadero 409	47.67045	-117.41577
8000409	Parqueadero 410	47.701	-117.40216
8000410	Parqueadero 411	48.34039	-122.31871
8000411	Parqueadero 412	47.56648	-122.64153
8000412	Parqueadero 413	47.68684	-117.35827
8000413	Parqueadero 414	47.56249	-122.35793
8000414	Parqueadero 415	45.67928	-122.60065
8000415	Parqueadero 416	47.7839	-122.30247
8000416	Parqueadero 417	46.95293	-123.77179
8000417	Parqueadero 418	47.745	-122.07941
8000418	Parqueadero 419	47.64287	-122.6457
8000419	Parqueadero 420	47.61376	-119.29364
8000420	Parqueadero 421	47.61098	-119.28558
8000421	Parqueadero 422	47.68626	-119.10891
8000422	Parqueadero 423	47.72243	-122.20739
8000423	Parqueadero 424	47.74406	-117.57939
8000424	Parqueadero 425	48.21138	-122.6882
8000425	Parqueadero 426	48.20676	-122.68524
8000426	Parqueadero 427	48.97102	-122.40687
8000427	Parqueadero 428	45.66845	-122.5576
8000428	Parqueadero 429	46.14372	-122.88872
8000429	Parqueadero 430	46.65735	-120.71035
8000430	Parqueadero 431	48.30643	-122.59706
8000431	Parqueadero 432	48.13559	-123.74621
8000432	Parqueadero 433	45.61567	-122.53093
8000433	Parqueadero 434	47.75488	-118.52027
8000434	Parqueadero 435	47.37577	-122.10357
8000435	Parqueadero 436	47.69732	-122.37346
8000436	Parqueadero 437	47.57454	-122.66514
8000437	Parqueadero 438	47.80117	-122.2195
8000438	Parqueadero 439	48.12932	-119.40587
8000439	Parqueadero 440	48.88517	-118.59836
8000440	Parqueadero 441	47.22176	-122.55568
8000441	Parqueadero 442	47.22149	-122.5554
8000442	Parqueadero 443	48.33685	-117.29883
8000443	Parqueadero 444	48.33685	-117.29883
8000444	Parqueadero 445	47.18038	-122.54068
8000445	Parqueadero 446	48.91907	-122.63736
8000446	Parqueadero 447	47.803	-122.25904
8000447	Parqueadero 448	47.89954	-122.81933
8000448	Parqueadero 449	47.2076	-122.22706
8000449	Parqueadero 450	46.97013	-120.56979
8000450	Parqueadero 451	48.24789	-121.60318
8000451	Parqueadero 452	47.64905	-118.15053
8000452	Parqueadero 453	47.65155	-118.15053
8000453	Parqueadero 454	47.80898	-122.5532
8000454	Parqueadero 455	46.59624	-120.51645
8000455	Parqueadero 456	47.64934	-117.43799
8000456	Parqueadero 457	46.04847	-118.38608
8000457	Parqueadero 458	46.31736	-117.97521
8000458	Parqueadero 459	47.24899	-122.49846
8000459	Parqueadero 460	47.62517	-117.40243
8000460	Parqueadero 461	46.0768	-118.33274
8000461	Parqueadero 462	46.07653	-118.33219
8000462	Parqueadero 463	47.55229	-122.29629
8000463	Parqueadero 464	47.68554	-122.2826
8000464	Parqueadero 465	47.31705	-122.36787
8000465	Parqueadero 466	47.68565	-122.28235
8000466	Parqueadero 467	47.69211	-117.72522
8000467	Parqueadero 468	48.88547	-117.71693
8000468	Parqueadero 469	47.95045	-117.46772
8000469	Parqueadero 470	47.95906	-117.47606
8000470	Parqueadero 471	47.3857	-119.48587
8000471	Parqueadero 472	48.82493	-122.21972
8000472	Parqueadero 473	46.93513	-120.40034
8000473	Parqueadero 474	47.52722	-122.37063
8000474	Parqueadero 475	47.67239	-117.62494
8000475	Parqueadero 476	47.40463	-122.32276
8000476	Parqueadero 477	46.19736	-119.20613
8000477	Parqueadero 478	46.1993	-119.20668
8000478	Parqueadero 479	47.58176	-122.61264
8000479	Parqueadero 480	47.24093	-122.22706
8000480	Parqueadero 481	47.49242	-122.23179
8000481	Parqueadero 482	47.32926	-122.60652
8000482	Parqueadero 483	47.65211	-117.41827
8000483	Parqueadero 484	47.66045	-117.28493
8000484	Parqueadero 485	47.89202	-122.23488
8000485	Parqueadero 486	46.10457	-120.10366
8000486	Parqueadero 487	45.59929	-122.42981
8000487	Parqueadero 488	45.84652	-120.34644
8000488	Parqueadero 489	47.18593	-122.52318
8000489	Parqueadero 490	47.2701	-122.5054
8000490	Parqueadero 491	48.11302	-123.53764
8000491	Parqueadero 492	47.52494	-122.27474
8000492	Parqueadero 493	47.09454	-122.62291
8000493	Parqueadero 494	45.68845	-122.72815
8000494	Parqueadero 495	47.65156	-117.41049
8000495	Parqueadero 496	48.19406	-122.1123
8000496	Parqueadero 497	47.49839	-122.24868
8000497	Parqueadero 498	47.58371	-122.61264
8000498	Parqueadero 499	47.98732	-122.1318
8000499	Parqueadero 500	47.70768	-117.05326
8000500	Parqueadero 501	47.59093	-122.62764
8000501	Parqueadero 502	47.38596	-122.20817
8000502	Parqueadero 503	46.9626	-122.83319
8000503	Parqueadero 504	48.40599	-119.51561
8000504	Parqueadero 505	47.52426	-122.62653
8000505	Parqueadero 506	47.5851	-122.24929
8000506	Parqueadero 507	48.03454	-122.11236
8000507	Parqueadero 508	46.57124	-120.4184
8000508	Parqueadero 509	46.57096	-120.41784
8000509	Parqueadero 510	47.7024	-117.20132
8000510	Parqueadero 511	47.70184	-117.19354
8000511	Parqueadero 512	47.48989	-117.58298
8000512	Parqueadero 513	46.19763	-119.10334
8000513	Parqueadero 514	47.57025	-122.13792
8000514	Parqueadero 515	47.41652	-120.28868
8000515	Parqueadero 516	47.41124	-120.27285
8000516	Parqueadero 517	47.41652	-120.2884
8000517	Parqueadero 518	47.62093	-122.17373
8000518	Parqueadero 519	47.55032	-122.18396
8000519	Parqueadero 520	47.21593	-122.40957
8000520	Parqueadero 521	47.59046	-122.14467
8000521	Parqueadero 522	46.87205	-122.26678
8000522	Parqueadero 523	46.87122	-122.26761
8000523	Parqueadero 524	48.98213	-122.48456
8000524	Parqueadero 525	46.86816	-122.2615
8000525	Parqueadero 526	47.77011	-122.33904
8000526	Parqueadero 527	47.51866	-121.90083
8000527	Parqueadero 528	47.68233	-122.29509
8000528	Parqueadero 529	47.23621	-122.28318
8000529	Parqueadero 530	46.20902	-119.18974
8000530	Parqueadero 531	46.72205	-122.95958
8000531	Parqueadero 532	47.20427	-122.47568
8000532	Parqueadero 533	48.56143	-122.43822
8000533	Parqueadero 534	46.06791	-118.30941
8000534	Parqueadero 535	47.61593	-122.32068
8000535	Parqueadero 536	46.73989	-117.16795
8000536	Parqueadero 537	47.81555	-122.32792
8000537	Parqueadero 538	47.82012	-122.36353
8000538	Parqueadero 539	47.80555	-122.33692
8000539	Parqueadero 540	47.81454	-122.37541
8000540	Parqueadero 541	47.62221	-122.30547
8000541	Parqueadero 542	46.43014	-119.19724
8000542	Parqueadero 543	46.58985	-120.56368
8000543	Parqueadero 544	47.90459	-122.20051
8000544	Parqueadero 545	47.68204	-122.29485
8000545	Parqueadero 546	47.05677	-122.39901
8000546	Parqueadero 547	46.99374	-120.52674
8000547	Parqueadero 548	46.26122	-123.61069
8000548	Parqueadero 549	48.78377	-119.39895
8000549	Parqueadero 550	45.61734	-122.56065
8000550	Parqueadero 551	47.0026	-123.43294
8000551	Parqueadero 552	47.00423	-123.43483
8000552	Parqueadero 553	47.00396	-123.43362
8000553	Parqueadero 554	47.00253	-123.43351
8000554	Parqueadero 555	47.13538	-122.42457
8000555	Parqueadero 556	47.19482	-122.16901
8000556	Parqueadero 557	46.23625	-119.11223
8000557	Parqueadero 558	46.98127	-123.9034
8000558	Parqueadero 559	47.51473	-122.25877
8000559	Parqueadero 560	47.92533	-122.08438
8000560	Parqueadero 561	47.91915	-122.22353
8000561	Parqueadero 562	47.68822	-117.42855
8000562	Parqueadero 563	47.67008	-122.05999
8000563	Parqueadero 564	47.58924	-122.19848
8000564	Parqueadero 565	46.93266	-117.69048
8000565	Parqueadero 566	47.98572	-118.29138
8000566	Parqueadero 567	47.66485	-120.2273
8000567	Parqueadero 568	47.19112	-122.00686
8000568	Parqueadero 569	47.18732	-122.00678
8000569	Parqueadero 570	47.19026	-122.0069
8000570	Parqueadero 571	47.20955	-121.99011
8000571	Parqueadero 572	47.20727	-122.01292
8000572	Parqueadero 573	47.32792	-119.55032
8000573	Parqueadero 574	47.31292	-119.54948
8000574	Parqueadero 575	47.61787	-122.28653
8000575	Parqueadero 576	46.2068	-119.19751
8000576	Parqueadero 577	47.79621	-122.33958
8000577	Parqueadero 578	47.63287	-122.61514
8000578	Parqueadero 579	47.63383	-122.12944
8000579	Parqueadero 580	47.98771	-122.19312
8000580	Parqueadero 581	48.00663	-122.20485
8000581	Parqueadero 582	47.98426	-122.20514
8000582	Parqueadero 583	47.74438	-122.18276
